id,name,description,category,subcategory,brand,specifications,features,price,currency,rating,review_count,availability,color,warranty_months,release_date,tags
191,Beyerdynamic WH 264,"Premium wireless headphones with superior sound quality and comfort. Features foldable design, comfortable fit, wireless connectivity, quick charge, touch controls, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beyerdynamic,"53mm drivers, 30h battery life","foldable design, comfortable fit, wireless connectivity, quick charge, touch controls, premium sound quality",464.94,USD,3.6,1068,Limited Stock,Gray,36,2025-07-08,"foldable design, comfortable fit, headphones, quick charge, Beyerdynamic"
192,Shure SRH 388,"Professional-grade headphones for audiophiles and content creators. Features noise cancellation, voice assistant, quick charge. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"45mm drivers, 40h battery life","noise cancellation, voice assistant, quick charge",279.9,USD,4.0,928,In Stock,Gray,24,2023-10-28,"voice assistant, quick charge, Shure, headphones, noise cancellation"
193,Beyerdynamic ATH 108,"Professional-grade headphones for audiophiles and content creators. Features quick charge, premium sound quality, multipoint connection, foldable design, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beyerdynamic,"40mm drivers, 40h battery life","quick charge, premium sound quality, multipoint connection, foldable design, comfortable fit",431.99,USD,4.0,833,In Stock,Black,36,2024-09-04,"quick charge, multipoint connection, headphones, foldable design, premium sound quality"
194,Apple ROG 16,"High-performance notebook with advanced features and sleek design. Features backlit keyboard, touchscreen, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"8GB RAM, 256GB SSD, Intel processor","backlit keyboard, touchscreen, fast processor",1433.64,USD,4.9,1084,Limited Stock,Blue,24,2023-12-10,"laptops, Apple, touchscreen, backlit keyboard, fast processor"
195,Nokia Mini 10 Ultra,"Flagship smartphone with cutting-edge technology and premium design. Features face recognition, premium build, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"128GB storage, 12GB RAM","face recognition, premium build, 5G connectivity",705.23,USD,4.6,1128,Limited Stock,Rose Gold,12,2023-10-07,"face recognition, 5G connectivity, Nokia, smartphones, premium build"
196,Dell Surface 14,"Versatile laptop perfect for business, gaming, and multimedia use. Features long battery life, SSD storage, touchscreen, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Dell,"32GB RAM, 256GB SSD, Intel processor","long battery life, SSD storage, touchscreen, premium build quality",2471.09,USD,4.2,488,Out of Stock,Blue,24,2025-06-26,"premium build quality, long battery life, SSD storage, Dell, touchscreen"
197,Dell ThinkPad 17,"Versatile laptop perfect for business, gaming, and multimedia use. Features premium build quality, fast charging, touchscreen, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Dell,"32GB RAM, 1024GB SSD, Intel processor","premium build quality, fast charging, touchscreen, long battery life",3768.11,USD,4.8,726,Limited Stock,Black,36,2023-12-04,"laptops, premium build quality, fast charging, long battery life, Dell"
198,Dell ZenBook 16,"High-performance notebook with advanced features and sleek design. Features SSD storage, backlit keyboard, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Dell,"32GB RAM, 512GB SSD, Apple processor","SSD storage, backlit keyboard, premium build quality",3295.82,USD,4.5,236,Limited Stock,Gray,24,2024-01-14,"SSD storage, laptops, backlit keyboard, Dell, premium build quality"
199,Acer ZenBook 15,"Powerful laptop designed for professional work and creative tasks. Features lightweight design, backlit keyboard, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Acer,"8GB RAM, 256GB SSD, Apple processor","lightweight design, backlit keyboard, dedicated graphics",1132.79,USD,4.8,147,In Stock,Gray,36,2023-12-04,"backlit keyboard, lightweight design, laptops, dedicated graphics, Acer"
200,OnePlus Pro 10,"Flagship smartphone with cutting-edge technology and premium design. Features multiple cameras, OLED display, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"512GB storage, 6GB RAM","multiple cameras, OLED display, fast charging",2425.96,USD,3.6,1422,Out of Stock,Rose Gold,24,2024-07-26,"OnePlus, fast charging, multiple cameras, OLED display, smartphones"
201,Bose AirPods 190,"High-fidelity audio experience with advanced driver technology. Features wireless connectivity, long battery life, noise cancellation. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"45mm drivers, 20h battery life","wireless connectivity, long battery life, noise cancellation",223.61,USD,4.5,1703,In Stock,Silver,36,2024-01-25,"wireless connectivity, headphones, noise cancellation, Bose, long battery life"
202,Acer ROG 15,"High-performance notebook with advanced features and sleek design. Features fast processor, touchscreen, fast charging, dedicated graphics, SSD storage, backlit keyboard. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Acer,"16GB RAM, 1024GB SSD, Apple processor","fast processor, touchscreen, fast charging, dedicated graphics, SSD storage, backlit keyboard",1791.49,USD,3.9,1474,Limited Stock,Red,24,2023-11-09,"laptops, Acer, dedicated graphics, fast charging, SSD storage"
203,Beats WH 383,"Professional-grade headphones for audiophiles and content creators. Features long battery life, premium sound quality, noise cancellation, foldable design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beats,"53mm drivers, 50h battery life","long battery life, premium sound quality, noise cancellation, foldable design",609.45,USD,3.5,958,Out of Stock,White,24,2024-08-08,"long battery life, Beats, noise cancellation, premium sound quality, headphones"
204,Shure WH 986,"Noise-cancelling headphones perfect for travel and focused listening. Features wireless connectivity, foldable design, voice assistant, comfortable fit, quick charge, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"53mm drivers, 50h battery life","wireless connectivity, foldable design, voice assistant, comfortable fit, quick charge, long battery life",289.89,USD,4.5,917,In Stock,Black,36,2024-01-12,"wireless connectivity, quick charge, voice assistant, long battery life, foldable design"
205,ASUS Blade 14,"High-performance notebook with advanced features and sleek design. Features fast processor, backlit keyboard, lightweight design, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,ASUS,"16GB RAM, 256GB SSD, Intel processor","fast processor, backlit keyboard, lightweight design, dedicated graphics",1319.86,USD,3.6,1258,In Stock,Rose Gold,24,2023-12-31,"laptops, ASUS, dedicated graphics, lightweight design, backlit keyboard"
206,Google Note 15 Pro,"Premium mobile phone with professional-grade camera and fast performance. Features wireless charging, fast charging, fingerprint sensor, high refresh rate, premium build. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Google,"1024GB storage, 12GB RAM","wireless charging, fast charging, fingerprint sensor, high refresh rate, premium build",4346.74,USD,3.9,426,Limited Stock,Red,24,2024-04-20,"Google, high refresh rate, smartphones, fast charging, fingerprint sensor"
207,Lenovo Blade 16,"Versatile laptop perfect for business, gaming, and multimedia use. Features SSD storage, long battery life, premium build quality, dedicated graphics, high resolution display, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"32GB RAM, 1024GB SSD, Intel processor","SSD storage, long battery life, premium build quality, dedicated graphics, high resolution display, touchscreen",3287.29,USD,4.6,1296,Out of Stock,Red,36,2025-06-22,"touchscreen, long battery life, Lenovo, dedicated graphics, SSD storage"
208,Apple Plus 15,"High-performance smartphone with exceptional battery life and display quality. Features wireless charging, 5G connectivity, high refresh rate, water resistant, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"64GB storage, 12GB RAM","wireless charging, 5G connectivity, high refresh rate, water resistant, face recognition",641.15,USD,4.4,1580,Limited Stock,Rose Gold,24,2025-07-01,"water resistant, face recognition, smartphones, 5G connectivity, Apple"
209,ASUS MacBook 15,"Powerful laptop designed for professional work and creative tasks. Features backlit keyboard, lightweight design, long battery life, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,ASUS,"32GB RAM, 1024GB SSD, Apple processor","backlit keyboard, lightweight design, long battery life, touchscreen",3064.85,USD,4.0,112,Out of Stock,Blue,12,2024-06-22,"ASUS, lightweight design, touchscreen, backlit keyboard, laptops"
210,Oppo Standard 13 Pro,"Advanced mobile device featuring latest processor and camera system. Features fast charging, wireless charging, multiple cameras, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"64GB storage, 6GB RAM","fast charging, wireless charging, multiple cameras, high refresh rate",550.9,USD,4.7,64,Limited Stock,Red,12,2024-02-03,"wireless charging, Oppo, smartphones, multiple cameras, fast charging"
211,Nokia Lite 14 Max,"Premium mobile phone with professional-grade camera and fast performance. Features fingerprint sensor, water resistant, high refresh rate, wireless charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"256GB storage, 12GB RAM","fingerprint sensor, water resistant, high refresh rate, wireless charging",1312.65,USD,3.6,1140,Limited Stock,Gray,12,2024-07-24,"high refresh rate, wireless charging, Nokia, water resistant, fingerprint sensor"
212,Apple Studio 949,"Premium wireless headphones with superior sound quality and comfort. Features touch controls, comfortable fit, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"50mm drivers, 40h battery life","touch controls, comfortable fit, long battery life",429.14,USD,4.9,1254,In Stock,White,36,2023-12-20,"touch controls, comfortable fit, headphones, long battery life, Apple"
