id,name,description,category,subcategory,item_type,brand,price,currency,sizes_available,colors_available,material,care_instructions,rating,review_count,availability,season,gender,age_group,style,tags,eco_friendly,made_in,release_date
569,Calvin Klein Essential Sandals,Stylish sandals with tailored fit design. Perfect for weekend outings. Made from high-quality silk. Hand Wash Recommended.,Fashion,Shoes,sandals,Calvin Klein,350.42,USD,"8, 7, 9, 6, 11","Black, Navy, Red, Gray, Green",cotton,delicate cycle,3.4,456,Limited Stock,Fall/Winter,Men,Kids,Formal,"sandals, Calvin Klein, Designer, fashion",True,Vietnam,2024-11-07
570,Calvin Klein Modern Flats,Stylish flats with relaxed fit design. Perfect for business meetings. Made from high-quality wool. Hand Wash Recommended.,Fashion,Shoes,flats,Calvin Klein,231.94,USD,"11, 8, 7, 9, 6","Beige, Black, Green, Blue, Pink",polyester,dry clean only,4.4,825,Limited Stock,Fall/Winter,Unisex,Adult,Trendy,"flats, Calvin Klein, Urban, fashion",False,Vietnam,2024-12-11
571,Gap Formal Sandals,Stylish sandals with oversized design. Perfect for formal occasions. Made from high-quality linen. Delicate Cycle.,Fashion,Shoes,sandals,Gap,272.39,USD,"6, 12, 9, 7, 5, 11","Pink, Brown, Beige",wool,dry clean only,3.6,861,Out of Stock,All Season,Unisex,Teen,Sporty,"sandals, Gap, Modern, fashion",False,Vietnam,2025-06-08
572,Uniqlo Casual Sandals,Stylish sandals with regular fit design. Perfect for casual wear. Made from high-quality leather. Delicate Cycle.,Fashion,Shoes,sandals,Uniqlo,158.75,USD,"7, 10, 11, 8, 12","Green, Brown, Gray, White",denim,machine washable,4.7,226,Limited Stock,Fall/Winter,Men,Adult,Casual,"sandals, Uniqlo, Modern, fashion",True,Turkey,2024-10-04
573,Gap Designer Sneakers,Stylish sneakers with regular fit design. Perfect for formal occasions. Made from high-quality denim. Hand Wash Recommended.,Fashion,Shoes,sneakers,Gap,352.69,USD,"9, 7, 6","Brown, Pink, Red, White",cotton,delicate cycle,3.5,919,Limited Stock,Fall/Winter,Unisex,Teen,Business,"sneakers, Gap, Urban, fashion",False,USA,2025-02-23
574,Tommy Hilfiger Essential Flats,Stylish flats with relaxed fit design. Perfect for weekend outings. Made from high-quality wool. Machine Washable.,Fashion,Shoes,flats,Tommy Hilfiger,45.86,USD,"5, 11, 12, 7, 9, 8","Gray, White, Navy",denim,delicate cycle,3.8,491,Limited Stock,Fall/Winter,Men,Teen,Formal,"flats, Tommy Hilfiger, Classic, fashion",False,Vietnam,2025-01-30
575,Tommy Hilfiger Modern Belts,Stylish belts with tailored fit design. Perfect for casual wear. Made from high-quality wool. Delicate Cycle.,Fashion,Accessories,belts,Tommy Hilfiger,263.71,USD,"10, 12, 9, 8, 11, 7","Black, Green, Beige",polyester,hand wash recommended,3.1,763,Limited Stock,All Season,Women,Teen,Trendy,"belts, Tommy Hilfiger, Signature, fashion",False,Turkey,2025-06-10
576,Zara Essential Shorts,Stylish shorts with slim fit design. Perfect for weekend outings. Made from high-quality polyester. Dry Clean Only.,Fashion,Clothing,shorts,Zara,254.13,USD,"M, L, S, XL, XS","Gray, Red, Pink",wool,machine washable,3.5,855,Out of Stock,Fall/Winter,Men,Teen,Casual,"shorts, Zara, Modern, fashion",True,India,2024-10-24
577,Tommy Hilfiger Formal Sweaters,Stylish sweaters with relaxed fit design. Perfect for weekend outings. Made from high-quality denim. Machine Washable.,Fashion,Clothing,sweaters,Tommy Hilfiger,190.28,USD,"XL, L, M, XS","Green, Gray, Black, Pink",synthetic blend,delicate cycle,3.6,21,Out of Stock,All Season,Unisex,Kids,Formal,"sweaters, Tommy Hilfiger, Urban, fashion",True,Vietnam,2024-11-15
578,Zara Premium Jackets,Stylish jackets with regular fit design. Perfect for weekend outings. Made from high-quality cotton. Machine Washable.,Fashion,Clothing,jackets,Zara,127.52,USD,"M, L, S","Beige, Green, Blue",cotton,hand wash recommended,4.3,967,Out of Stock,Spring/Summer,Unisex,Adult,Formal,"jackets, Zara, Urban, fashion",False,Turkey,2025-07-08
579,Adidas Classic Sneakers,Stylish sneakers with slim fit design. Perfect for casual wear. Made from high-quality leather. Dry Clean Only.,Fashion,Shoes,sneakers,Adidas,339.32,USD,"6, 9, 10, 11, 8, 5","Gray, Beige, Red",linen,dry clean only,4.6,1012,Limited Stock,Spring/Summer,Women,Adult,Trendy,"sneakers, Adidas, Premium, fashion",False,USA,2024-09-08
580,Nike Modern Bags,Stylish bags with relaxed fit design. Perfect for formal occasions. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Accessories,bags,Nike,487.05,USD,"9, 10, 12, 8, 11","Gray, Beige, Pink, Black",cotton,delicate cycle,3.7,575,Limited Stock,Fall/Winter,Women,Adult,Business,"bags, Nike, Signature, fashion",True,Turkey,2024-10-16
581,Gap Urban Heels,Stylish heels with oversized design. Perfect for special events. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Shoes,heels,Gap,73.94,USD,"12, 10, 7, 11","Beige, Blue, Gray, Green",silk,dry clean only,3.9,1211,Out of Stock,Fall/Winter,Women,Kids,Business,"heels, Gap, Modern, fashion",False,India,2024-10-06
582,Calvin Klein Vintage Flats,Stylish flats with oversized design. Perfect for casual wear. Made from high-quality cotton. Dry Clean Only.,Fashion,Shoes,flats,Calvin Klein,90.45,USD,"9, 8, 11, 6, 12","Beige, White, Red, Blue",denim,hand wash recommended,4.9,910,Limited Stock,Fall/Winter,Men,Kids,Formal,"flats, Calvin Klein, Signature, fashion",True,India,2025-06-14
583,Zara Signature Sneakers,Stylish sneakers with regular fit design. Perfect for special events. Made from high-quality leather. Hand Wash Recommended.,Fashion,Shoes,sneakers,Zara,334.21,USD,"9, 10, 7, 8","Navy, Red, Gray, Blue",denim,hand wash recommended,4.5,158,In Stock,All Season,Unisex,Kids,Casual,"sneakers, Zara, Vintage, fashion",False,Turkey,2025-06-03
584,H&M Classic Loafers,Stylish loafers with slim fit design. Perfect for weekend outings. Made from high-quality denim. Dry Clean Only.,Fashion,Shoes,loafers,H&M,362.08,USD,"9, 8, 12, 10","Beige, Gray, White, Blue, Red",denim,delicate cycle,3.6,1285,In Stock,Fall/Winter,Women,Adult,Casual,"loafers, H&M, Premium, fashion",False,Vietnam,2024-12-19
585,Uniqlo Formal Sweaters,Stylish sweaters with regular fit design. Perfect for formal occasions. Made from high-quality polyester. Delicate Cycle.,Fashion,Clothing,sweaters,Uniqlo,228.99,USD,"L, XS, S, XXL","Gray, White, Red",polyester,dry clean only,4.0,289,Limited Stock,Fall/Winter,Unisex,Adult,Formal,"sweaters, Uniqlo, Urban, fashion",True,Vietnam,2025-03-10
586,Adidas Premium Sneakers,Stylish sneakers with regular fit design. Perfect for special events. Made from high-quality linen. Delicate Cycle.,Fashion,Shoes,sneakers,Adidas,341.62,USD,"7, 11, 12, 6","Black, Blue, Brown, White, Beige",denim,delicate cycle,3.7,399,Out of Stock,Spring/Summer,Men,Teen,Casual,"sneakers, Adidas, Formal, fashion",False,Vietnam,2024-10-18
587,Zara Classic Hats,Stylish hats with regular fit design. Perfect for casual wear. Made from high-quality silk. Dry Clean Only.,Fashion,Accessories,hats,Zara,546.66,USD,"9, 5, 10, 8, 12","White, Gray, Brown",cotton,machine washable,4.6,731,In Stock,Spring/Summer,Men,Kids,Sporty,"hats, Zara, Essential, fashion",True,USA,2025-05-03
588,Adidas Modern Boots,Stylish boots with relaxed fit design. Perfect for special events. Made from high-quality denim. Delicate Cycle.,Fashion,Shoes,boots,Adidas,309.63,USD,"5, 7, 8, 9","Navy, Blue",linen,hand wash recommended,3.0,1384,Out of Stock,Fall/Winter,Women,Adult,Formal,"boots, Adidas, Urban, fashion",True,Bangladesh,2024-11-12
589,Levi's Casual Heels,Stylish heels with oversized design. Perfect for business meetings. Made from high-quality leather. Dry Clean Only.,Fashion,Shoes,heels,Levi's,350.07,USD,"9, 5, 8, 11, 6, 10","Blue, Red, White",wool,hand wash recommended,3.7,326,Limited Stock,Fall/Winter,Women,Teen,Casual,"heels, Levi's, Urban, fashion",False,Vietnam,2025-01-02
590,Tommy Hilfiger Signature Shirts,Stylish shirts with slim fit design. Perfect for casual wear. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Clothing,shirts,Tommy Hilfiger,108.44,USD,"S, XXL, M, XS, XL","Beige, Brown, Gray, Pink",linen,machine washable,3.1,1163,Limited Stock,Spring/Summer,Women,Adult,Business,"shirts, Tommy Hilfiger, Formal, fashion",True,USA,2024-12-11
591,H&M Urban Sunglasses,Stylish sunglasses with tailored fit design. Perfect for weekend outings. Made from high-quality leather. Hand Wash Recommended.,Fashion,Accessories,sunglasses,H&M,180.9,USD,"6, 10, 5, 8, 11","Navy, Black, Brown, Blue, Green",wool,machine washable,3.7,1098,Limited Stock,All Season,Unisex,Teen,Trendy,"sunglasses, H&M, Formal, fashion",False,Turkey,2025-04-18
592,Zara Classic Boots,Stylish boots with tailored fit design. Perfect for weekend outings. Made from high-quality wool. Machine Washable.,Fashion,Shoes,boots,Zara,47.8,USD,"10, 11, 7","Gray, Green, Brown",polyester,delicate cycle,4.6,1447,In Stock,All Season,Women,Teen,Business,"boots, Zara, Designer, fashion",True,Italy,2024-12-30
593,H&M Designer Boots,Stylish boots with regular fit design. Perfect for weekend outings. Made from high-quality wool. Machine Washable.,Fashion,Shoes,boots,H&M,162.21,USD,"10, 9, 7","Red, Gray, Pink, Black",linen,dry clean only,3.2,331,Limited Stock,Spring/Summer,Men,Adult,Trendy,"boots, H&M, Formal, fashion",True,Italy,2025-07-18
594,Zara Signature Watches,Stylish watches with slim fit design. Perfect for formal occasions. Made from high-quality wool. Machine Washable.,Fashion,Accessories,watches,Zara,519.3,USD,"11, 6, 12, 9, 7, 8","Blue, Beige, Green, Navy, Gray",polyester,delicate cycle,4.8,83,Limited Stock,Fall/Winter,Men,Adult,Business,"watches, Zara, Premium, fashion",False,Vietnam,2025-03-06
595,Tommy Hilfiger Urban Watches,Stylish watches with regular fit design. Perfect for formal occasions. Made from high-quality leather. Dry Clean Only.,Fashion,Accessories,watches,Tommy Hilfiger,508.25,USD,"5, 10, 7, 8, 12, 11","Green, Beige, Gray",silk,machine washable,3.7,222,Limited Stock,Spring/Summer,Unisex,Kids,Casual,"watches, Tommy Hilfiger, Modern, fashion",True,USA,2025-03-09
596,Gap Vintage Bags,Stylish bags with oversized design. Perfect for formal occasions. Made from high-quality denim. Hand Wash Recommended.,Fashion,Accessories,bags,Gap,557.5,USD,"6, 12, 9","Beige, Gray, Navy, Green, Red",cotton,dry clean only,4.2,152,In Stock,Fall/Winter,Women,Adult,Sporty,"bags, Gap, Signature, fashion",False,Turkey,2025-02-24
597,Nike Signature Sandals,Stylish sandals with regular fit design. Perfect for formal occasions. Made from high-quality polyester. Delicate Cycle.,Fashion,Shoes,sandals,Nike,66.09,USD,"9, 11, 5, 7, 10","Brown, Blue, Gray, White, Navy",cotton,delicate cycle,4.5,23,Limited Stock,Spring/Summer,Men,Adult,Sporty,"sandals, Nike, Vintage, fashion",True,Turkey,2025-08-10
598,Tommy Hilfiger Designer Athletic Shoes,Stylish athletic shoes with oversized design. Perfect for special events. Made from high-quality polyester. Delicate Cycle.,Fashion,Shoes,athletic shoes,Tommy Hilfiger,189.48,USD,"12, 5, 7, 8","Navy, Green, White",polyester,hand wash recommended,3.3,1412,Limited Stock,Fall/Winter,Men,Kids,Classic,"athletic shoes, Tommy Hilfiger, Casual, fashion",True,Italy,2025-04-28
599,Nike Casual Belts,Stylish belts with slim fit design. Perfect for business meetings. Made from high-quality cotton. Dry Clean Only.,Fashion,Accessories,belts,Nike,386.9,USD,"6, 9, 12","Pink, Brown",leather,machine washable,4.7,797,Out of Stock,Fall/Winter,Unisex,Adult,Classic,"belts, Nike, Designer, fashion",True,India,2024-11-05
600,Tommy Hilfiger Classic Athletic Shoes,Stylish athletic shoes with slim fit design. Perfect for special events. Made from high-quality wool. Hand Wash Recommended.,Fashion,Shoes,athletic shoes,Tommy Hilfiger,150.93,USD,"9, 7, 8","Brown, Navy, Red, Pink, Gray",linen,dry clean only,3.4,1005,In Stock,All Season,Women,Kids,Business,"athletic shoes, Tommy Hilfiger, Essential, fashion",False,Italy,2025-05-26
601,Levi's Vintage Shorts,Stylish shorts with slim fit design. Perfect for special events. Made from high-quality wool. Dry Clean Only.,Fashion,Clothing,shorts,Levi's,114.55,USD,"S, XXL, L, XL, XS","Red, Black, White, Gray, Beige",leather,dry clean only,3.1,191,Limited Stock,Spring/Summer,Unisex,Adult,Trendy,"shorts, Levi's, Signature, fashion",False,Turkey,2025-04-09
602,Ralph Lauren Premium Loafers,Stylish loafers with tailored fit design. Perfect for weekend outings. Made from high-quality leather. Machine Washable.,Fashion,Shoes,loafers,Ralph Lauren,149.8,USD,"11, 5, 12, 9, 10, 6","White, Gray, Brown",silk,dry clean only,4.5,428,In Stock,Fall/Winter,Unisex,Kids,Classic,"loafers, Ralph Lauren, Casual, fashion",False,Vietnam,2025-03-22
603,Levi's Urban Shirts,Stylish shirts with tailored fit design. Perfect for casual wear. Made from high-quality denim. Dry Clean Only.,Fashion,Clothing,shirts,Levi's,77.54,USD,"L, XL, XXL, S, M","Beige, Blue, Gray, Black",silk,delicate cycle,4.2,1199,In Stock,All Season,Unisex,Adult,Sporty,"shirts, Levi's, Classic, fashion",True,Italy,2024-10-06
604,Calvin Klein Formal Sneakers,Stylish sneakers with oversized design. Perfect for weekend outings. Made from high-quality leather. Hand Wash Recommended.,Fashion,Shoes,sneakers,Calvin Klein,270.98,USD,"11, 5, 7","Gray, Pink",cotton,delicate cycle,4.1,1269,Out of Stock,Fall/Winter,Unisex,Kids,Trendy,"sneakers, Calvin Klein, Formal, fashion",True,Bangladesh,2025-04-24
605,Nike Vintage Blazers,Stylish blazers with oversized design. Perfect for weekend outings. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Clothing,blazers,Nike,158.92,USD,"XL, XXL, XS, M","Gray, Beige",silk,delicate cycle,4.5,626,Limited Stock,All Season,Unisex,Teen,Trendy,"blazers, Nike, Classic, fashion",False,India,2025-06-21
606,Adidas Essential Skirts,Stylish skirts with regular fit design. Perfect for business meetings. Made from high-quality wool. Hand Wash Recommended.,Fashion,Clothing,skirts,Adidas,195.05,USD,"S, XXL, XS, L, XL, M","Navy, Blue, Beige, Red, Black",polyester,machine washable,4.1,951,In Stock,Fall/Winter,Women,Teen,Sporty,"skirts, Adidas, Designer, fashion",False,Turkey,2024-09-21
607,Tommy Hilfiger Casual Skirts,Stylish skirts with relaxed fit design. Perfect for business meetings. Made from high-quality polyester. Hand Wash Recommended.,Fashion,Clothing,skirts,Tommy Hilfiger,42.4,USD,"XXL, S, L","Pink, Blue, Beige, Red, Brown",silk,hand wash recommended,3.2,1311,Limited Stock,Spring/Summer,Women,Kids,Sporty,"skirts, Tommy Hilfiger, Modern, fashion",True,India,2025-06-20
608,Gap Casual Sweaters,Stylish sweaters with regular fit design. Perfect for special events. Made from high-quality leather. Dry Clean Only.,Fashion,Clothing,sweaters,Gap,207.63,USD,"XS, XL, L","Beige, Black, Navy, Gray, Brown",cotton,hand wash recommended,3.7,1483,In Stock,Fall/Winter,Men,Kids,Business,"sweaters, Gap, Vintage, fashion",False,Vietnam,2025-02-03
609,H&M Urban Jeans,Stylish jeans with slim fit design. Perfect for casual wear. Made from high-quality linen. Hand Wash Recommended.,Fashion,Clothing,jeans,H&M,172.3,USD,"XXL, M, L, XS, XL","Green, Navy, Red",linen,hand wash recommended,3.4,13,Out of Stock,Fall/Winter,Men,Teen,Sporty,"jeans, H&M, Casual, fashion",True,India,2024-11-22
610,Calvin Klein Signature Sneakers,Stylish sneakers with relaxed fit design. Perfect for special events. Made from high-quality synthetic blend. Dry Clean Only.,Fashion,Shoes,sneakers,Calvin Klein,150.68,USD,"6, 9, 7, 12","Black, Red, Blue, White, Navy",denim,dry clean only,4.7,689,Out of Stock,Spring/Summer,Men,Adult,Trendy,"sneakers, Calvin Klein, Essential, fashion",True,USA,2024-10-02
611,Nike Essential Sunglasses,Stylish sunglasses with oversized design. Perfect for formal occasions. Made from high-quality cotton. Delicate Cycle.,Fashion,Accessories,sunglasses,Nike,444.31,USD,"11, 10, 7, 6, 5","Gray, White",polyester,machine washable,5.0,1149,In Stock,All Season,Women,Adult,Classic,"sunglasses, Nike, Signature, fashion",True,Bangladesh,2024-11-07
612,H&M Classic Jackets,Stylish jackets with tailored fit design. Perfect for casual wear. Made from high-quality synthetic blend. Machine Washable.,Fashion,Clothing,jackets,H&M,35.53,USD,"XS, S, XXL, XL, M, L","Beige, Black",linen,machine washable,3.6,1124,In Stock,Fall/Winter,Women,Kids,Trendy,"jackets, H&M, Urban, fashion",True,India,2025-03-03
613,Ralph Lauren Classic Belts,Stylish belts with tailored fit design. Perfect for formal occasions. Made from high-quality leather. Dry Clean Only.,Fashion,Accessories,belts,Ralph Lauren,34.92,USD,"10, 7, 9, 5, 11, 6","Navy, White, Green",cotton,delicate cycle,3.0,1309,In Stock,Fall/Winter,Unisex,Adult,Trendy,"belts, Ralph Lauren, Modern, fashion",False,USA,2025-01-06
614,Zara Classic Flats,Stylish flats with regular fit design. Perfect for business meetings. Made from high-quality leather. Dry Clean Only.,Fashion,Shoes,flats,Zara,286.85,USD,"8, 6, 11, 9, 10","Red, Beige, White, Blue",denim,machine washable,3.3,918,Limited Stock,Fall/Winter,Women,Adult,Casual,"flats, Zara, Classic, fashion",True,Turkey,2025-04-16
615,H&M Classic Jeans,Stylish jeans with tailored fit design. Perfect for casual wear. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Clothing,jeans,H&M,169.65,USD,"S, XS, L, XL, M","Beige, Gray",polyester,dry clean only,3.5,567,Limited Stock,Spring/Summer,Women,Adult,Casual,"jeans, H&M, Casual, fashion",False,Italy,2025-04-17
616,Calvin Klein Casual Sweaters,Stylish sweaters with slim fit design. Perfect for special events. Made from high-quality silk. Hand Wash Recommended.,Fashion,Clothing,sweaters,Calvin Klein,181.44,USD,"M, XS, L, XXL, XL, S","Gray, Brown, Navy, White",linen,machine washable,4.4,1414,Out of Stock,Fall/Winter,Women,Kids,Classic,"sweaters, Calvin Klein, Formal, fashion",False,Italy,2024-12-11
617,Zara Vintage Dresses,Stylish dresses with slim fit design. Perfect for casual wear. Made from high-quality leather. Machine Washable.,Fashion,Clothing,dresses,Zara,172.06,USD,"M, XS, XXL, S, L, XL","Green, White, Blue, Navy, Pink",denim,dry clean only,4.8,1200,Out of Stock,Spring/Summer,Women,Teen,Trendy,"dresses, Zara, Urban, fashion",True,Turkey,2025-04-24
618,Levi's Essential Dresses,Stylish dresses with regular fit design. Perfect for weekend outings. Made from high-quality wool. Hand Wash Recommended.,Fashion,Clothing,dresses,Levi's,72.46,USD,"XXL, L, M, XL","Black, White, Gray",linen,delicate cycle,3.9,414,Limited Stock,Fall/Winter,Men,Adult,Casual,"dresses, Levi's, Urban, fashion",True,USA,2025-01-26
