id,name,description,category,subcategory,brand,price,currency,rating,review_count,availability,features,tags,color,weight_kg,dimensions_cm,material,country_origin,warranty_months,eco_friendly,release_date,sku
319,West Elm Modern lighting,"Practical home solution with contemporary aesthetic appeal. Featuring easy assembly, functional design, durable materials. Dimensions: 124x93x22cm. Crafted from plastic.",Home & Garden,Home Decor,West Elm,669.56,USD,3.8,4217,Limited Stock,"easy assembly, functional design, durable materials, eco-friendly","durable materials, West Elm, functional design, easy assembly, eco-friendly",Black,11.78,81x119x59,Rubber,Vietnam,36,False,2025-02-24,WES-HOM-000319
320,Wayfair Essential lighting,"Premium home accessory crafted with attention to detail and quality. Featuring space-saving, affordable pricing, eco-friendly. Dimensions: 61x127x37cm. Crafted from glass.",Home & Garden,Home Decor,Wayfair,273.05,USD,2.8,4139,In Stock,"space-saving, affordable pricing, eco-friendly, versatile use, functional design","functional design, Wayfair, eco-friendly, versatile use, space-saving, affordable pricing",White,22.3,89x145x77,Ceramic,South Korea,6,False,2025-06-07,WAY-HOM-000320
321,Apple ThinkPad 875,"High-performance notebook with advanced features and sleek design. Featuring SSD storage, fast charging, dedicated graphics. ",Electronics,Laptops,Apple,2780.41,USD,3.6,1572,In Stock,"SSD storage, fast charging, dedicated graphics, long battery life, fast processor","long battery life, fast charging, Apple, dedicated graphics, fast processor, SSD storage",Blue,7.2,11x148x12,Metal,China,60,False,2023-09-07,APP-LAP-000321
322,ASUS ROG 307,"Premium portable computer with exceptional performance and build quality. Featuring high resolution display, backlit keyboard, touchscreen. ",Electronics,Laptops,ASUS,1422.17,USD,4.9,1445,Limited Stock,"high resolution display, backlit keyboard, touchscreen, SSD storage, fast processor","ASUS, backlit keyboard, SSD storage, high resolution display, touchscreen, fast processor",White,23.17,44x121x20,Rubber,South Korea,24,False,2024-10-06,ASU-LAP-000322
323,JBL ATH 361,"Professional-grade headphones for audiophiles and content creators. Featuring noise cancellation, wireless connectivity. ",Electronics,Headphones,JBL,302.39,USD,3.4,3604,In Stock,"noise cancellation, wireless connectivity","JBL, noise cancellation, wireless connectivity",Gray,17.08,66x39x78,Glass,Vietnam,36,False,2025-05-12,JBL-HEA-000323
324,OnePlus Ultra 112,"Premium mobile phone with professional-grade camera and fast performance. Featuring water resistant, fast charging, fingerprint sensor. ",Electronics,Smartphones,OnePlus,1198.78,USD,4.4,4671,In Stock,"water resistant, fast charging, fingerprint sensor, premium build","fingerprint sensor, water resistant, fast charging, OnePlus, premium build",White,11.87,121x133x91,Fabric,Germany,36,False,2023-03-01,ONE-SMA-000324
325,Nokia Standard 887,"Flagship smartphone with cutting-edge technology and premium design. Featuring fingerprint sensor, water resistant, premium build. ",Electronics,Smartphones,Nokia,482.63,USD,4.7,4497,In Stock,"fingerprint sensor, water resistant, premium build, 5G connectivity, high refresh rate","Nokia, 5G connectivity, premium build, water resistant, high refresh rate, fingerprint sensor",Red,20.37,77x89x30,Rubber,USA,12,True,2024-11-16,NOK-SMA-000325
326,Sennheiser HD 156,"High-fidelity audio experience with advanced driver technology. Featuring long battery life, voice assistant. ",Electronics,Headphones,Sennheiser,194.54,USD,4.2,2089,In Stock,"long battery life, voice assistant","Sennheiser, voice assistant, long battery life",Brown,12.83,29x93x41,Fabric,South Korea,36,False,2023-05-09,SEN-HEA-000326
327,Sony Lite 695,"Premium mobile phone with professional-grade camera and fast performance. Featuring fast charging, face recognition, wireless charging. ",Electronics,Smartphones,Sony,821.67,USD,3.3,490,Pre-order,"fast charging, face recognition, wireless charging, high refresh rate","face recognition, high refresh rate, fast charging, wireless charging, Sony",White,24.88,113x78x33,Glass,Germany,12,False,2022-12-18,SON-SMA-000327
328,Razer Inspiron 568,"High-performance notebook with advanced features and sleek design. Featuring long battery life, SSD storage, lightweight design. ",Electronics,Laptops,Razer,2503.81,USD,2.8,1809,In Stock,"long battery life, SSD storage, lightweight design","lightweight design, Razer, long battery life, SSD storage",Pink,9.79,18x142x50,Plastic,Japan,6,False,2022-11-10,RAZ-LAP-000328
329,Motorola Galaxy 759,"High-performance smartphone with exceptional battery life and display quality. Featuring high refresh rate, multiple cameras. ",Electronics,Smartphones,Motorola,202.04,USD,2.8,2819,Out of Stock,"high refresh rate, multiple cameras","multiple cameras, Motorola, high refresh rate",Red,24.78,124x86x59,Plastic,Vietnam,24,True,2024-01-28,MOT-SMA-000329
330,Acer ThinkPad 870,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring long battery life, touchscreen. ",Electronics,Laptops,Acer,1334.01,USD,4.3,325,In Stock,"long battery life, touchscreen","touchscreen, Acer, long battery life",Black,6.74,32x66x87,Leather,Japan,6,True,2024-08-17,ACE-LAP-000330
331,ASUS Inspiron 279,"Premium portable computer with exceptional performance and build quality. Featuring fast charging, premium build quality, backlit keyboard. ",Electronics,Laptops,ASUS,1157.07,USD,4.1,414,In Stock,"fast charging, premium build quality, backlit keyboard, dedicated graphics","premium build quality, ASUS, fast charging, backlit keyboard, dedicated graphics",White,12.12,36x93x60,Ceramic,Germany,6,False,2024-11-06,ASU-LAP-000331
332,MSI ThinkPad 506,"High-performance notebook with advanced features and sleek design. Featuring SSD storage, fast charging, fast processor. ",Electronics,Laptops,MSI,2057.02,USD,4.2,471,In Stock,"SSD storage, fast charging, fast processor, lightweight design","fast charging, fast processor, SSD storage, lightweight design, MSI",Red,22.71,109x34x68,Leather,China,60,True,2024-10-15,MSI-LAP-000332
333,Apple Mini 293,"Flagship smartphone with cutting-edge technology and premium design. Featuring wireless charging, OLED display. ",Electronics,Smartphones,Apple,1162.42,USD,3.9,4947,In Stock,"wireless charging, OLED display","Apple, wireless charging, OLED display",Gray,20.74,67x138x42,Glass,India,6,True,2024-03-29,APP-SMA-000333
334,Nokia Pro 664,"Premium mobile phone with professional-grade camera and fast performance. Featuring high refresh rate, multiple cameras, face recognition. ",Electronics,Smartphones,Nokia,1188.51,USD,4.4,1425,In Stock,"high refresh rate, multiple cameras, face recognition, premium build","face recognition, Nokia, multiple cameras, premium build, high refresh rate",Green,16.31,104x80x33,Metal,Taiwan,6,False,2022-12-20,NOK-SMA-000334
335,Beats WH 497,"High-fidelity audio experience with advanced driver technology. Featuring wireless connectivity, voice assistant. ",Electronics,Headphones,Beats,343.34,USD,3.4,3330,In Stock,"wireless connectivity, voice assistant","voice assistant, wireless connectivity, Beats",Brown,3.53,43x142x24,Fabric,India,24,True,2023-04-07,BEA-HEA-000335
336,Target Classic furniture,"Practical home solution with contemporary aesthetic appeal. Featuring space-saving, affordable pricing, durable materials. Dimensions: 172x151x79cm. Crafted from glass.",Home & Garden,Home Decor,Target,179.82,USD,3.2,1073,Out of Stock,"space-saving, affordable pricing, durable materials, functional design, versatile use","functional design, durable materials, affordable pricing, space-saving, versatile use, Target",Blue,6.08,132x121x76,Plastic,Vietnam,60,True,2024-01-12,TAR-HOM-000336
337,Levi's Essential activewear,"Contemporary design with classic appeal for modern lifestyle. Featuring premium materials, versatile styling. Made from high-quality wool. Available in sizes L-XS-XL.",Fashion,Clothing,Levi's,280.9,USD,3.2,3677,Out of Stock,"premium materials, versatile styling","Levi's, premium materials, versatile styling",Brown,17.36,47x135x100,Wood,China,6,False,2024-11-07,LEV-CLO-000337
338,Alienware Inspiron 302,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring dedicated graphics, backlit keyboard, touchscreen. ",Electronics,Laptops,Alienware,616.31,USD,4.4,1036,In Stock,"dedicated graphics, backlit keyboard, touchscreen, fast processor","fast processor, Alienware, dedicated graphics, touchscreen, backlit keyboard",Yellow,20.16,148x91x41,Ceramic,South Korea,36,False,2024-07-22,ALI-LAP-000338
339,Crate & Barrel Luxury rugs,"Modern home furnishing that combines style and functionality. Featuring durable materials, versatile use, modern design. Dimensions: 82x161x89cm. Crafted from glass.",Home & Garden,Home Decor,Crate & Barrel,363.22,USD,3.0,954,Limited Stock,"durable materials, versatile use, modern design, affordable pricing","durable materials, versatile use, Crate & Barrel, modern design, affordable pricing",White,9.68,146x76x46,Wood,South Korea,36,True,2025-04-13,CRA-HOM-000339
340,Microsoft Blade 361,"Premium portable computer with exceptional performance and build quality. Featuring backlit keyboard, lightweight design, premium build quality. ",Electronics,Laptops,Microsoft,1647.62,USD,2.6,1037,In Stock,"backlit keyboard, lightweight design, premium build quality, touchscreen, SSD storage","SSD storage, lightweight design, Microsoft, premium build quality, backlit keyboard, touchscreen",Gray,5.29,98x129x49,Wood,China,60,True,2024-05-23,MIC-LAP-000340
341,Williams Sonoma Classic bedding,"Practical home solution with contemporary aesthetic appeal. Featuring eco-friendly, stylish appearance. Dimensions: 174x191x86cm. Crafted from wood.",Home & Garden,Home Decor,Williams Sonoma,110.75,USD,3.2,2931,Pre-order,"eco-friendly, stylish appearance","eco-friendly, Williams Sonoma, stylish appearance",Purple,6.36,32x109x81,Rubber,South Korea,24,True,2024-07-27,WIL-HOM-000341
342,CB2 Modern bathroom,"Designer piece that adds elegance and character to any space. Featuring eco-friendly, space-saving, premium quality. Dimensions: 11x73x83cm. Crafted from glass.",Home & Garden,Home Decor,CB2,506.57,USD,4.7,2657,In Stock,"eco-friendly, space-saving, premium quality, easy assembly","easy assembly, space-saving, premium quality, CB2, eco-friendly",Gray,10.47,116x131x39,Rubber,Vietnam,24,True,2022-12-05,CB2-HOM-000342
343,Apple Pro 302,"High-performance smartphone with exceptional battery life and display quality. Featuring multiple cameras, water resistant, fingerprint sensor. ",Electronics,Smartphones,Apple,728.84,USD,4.3,4476,In Stock,"multiple cameras, water resistant, fingerprint sensor, OLED display, fast charging","OLED display, fingerprint sensor, multiple cameras, water resistant, fast charging, Apple",White,18.27,18x64x77,Wood,Vietnam,6,False,2023-07-14,APP-SMA-000343
344,Adidas Luxury jeans,"Stylish and comfortable clothing perfect for everyday wear. Featuring modern design, durable construction, classic style. Made from high-quality linen. Available in sizes XXL-XL-M.",Fashion,Clothing,Adidas,150.07,USD,4.0,15,In Stock,"modern design, durable construction, classic style, comfortable fit, stylish design","comfortable fit, Adidas, modern design, classic style, stylish design, durable construction",Gray,10.14,30x9x40,Glass,Japan,36,True,2023-12-16,ADI-CLO-000344
345,Apple Max 485,"High-performance smartphone with exceptional battery life and display quality. Featuring wireless charging, face recognition, OLED display. ",Electronics,Smartphones,Apple,654.17,USD,2.5,987,Limited Stock,"wireless charging, face recognition, OLED display, 5G connectivity, fast charging","Apple, fast charging, wireless charging, OLED display, face recognition, 5G connectivity",Brown,21.65,69x85x86,Leather,Japan,60,True,2025-01-02,APP-SMA-000345
346,HP ROG 108,"Premium portable computer with exceptional performance and build quality. Featuring fast charging, dedicated graphics. ",Electronics,Laptops,HP,2010.62,USD,3.1,1504,In Stock,"fast charging, dedicated graphics","HP, dedicated graphics, fast charging",Green,10.38,60x65x37,Plastic,Taiwan,36,True,2024-11-19,HP-LAP-000346
347,Xiaomi Lite 264,"Premium mobile phone with professional-grade camera and fast performance. Featuring multiple cameras, wireless charging, 5G connectivity. ",Electronics,Smartphones,Xiaomi,517.48,USD,2.8,725,In Stock,"multiple cameras, wireless charging, 5G connectivity, face recognition","Xiaomi, face recognition, 5G connectivity, wireless charging, multiple cameras",Red,16.3,69x43x63,Ceramic,USA,24,True,2023-04-19,XIA-SMA-000347
348,Pottery Barn Classic storage,"Designer piece that adds elegance and character to any space. Featuring premium quality, functional design, modern design. Dimensions: 170x119x42cm. Crafted from fabric.",Home & Garden,Home Decor,Pottery Barn,76.53,USD,4.7,1555,In Stock,"premium quality, functional design, modern design, space-saving, easy assembly","space-saving, modern design, Pottery Barn, easy assembly, premium quality, functional design",Blue,22.26,117x28x49,Rubber,USA,12,True,2025-01-23,POT-HOM-000348
349,Sony Mini 622,"Flagship smartphone with cutting-edge technology and premium design. Featuring premium build, high refresh rate, fast charging. ",Electronics,Smartphones,Sony,575.14,USD,4.2,1899,In Stock,"premium build, high refresh rate, fast charging, fingerprint sensor, water resistant","fast charging, high refresh rate, fingerprint sensor, Sony, premium build, water resistant",Pink,22.28,116x21x14,Wood,Germany,6,True,2022-11-23,SON-SMA-000349
350,JBL DT 726,"Professional-grade headphones for audiophiles and content creators. Featuring comfortable fit, wireless connectivity, multipoint connection. ",Electronics,Headphones,JBL,381.45,USD,3.3,2173,In Stock,"comfortable fit, wireless connectivity, multipoint connection, premium sound quality, quick charge","multipoint connection, wireless connectivity, JBL, comfortable fit, premium sound quality, quick charge",Gray,18.76,44x105x85,Ceramic,South Korea,60,True,2023-09-14,JBL-HEA-000350
351,Audio-Technica QuietComfort 638,"High-fidelity audio experience with advanced driver technology. Featuring voice assistant, long battery life, premium sound quality. ",Electronics,Headphones,Audio-Technica,403.08,USD,2.7,1580,Limited Stock,"voice assistant, long battery life, premium sound quality, quick charge","Audio-Technica, premium sound quality, voice assistant, long battery life, quick charge",Purple,15.55,75x63x40,Rubber,Germany,12,True,2025-06-22,AUD-HEA-000351
